col1,col2
-0.14999097053100915,1.0
-0.14991595173667843,0.996737542472517
-0.1498434781510813,0.9994715507107282
-0.14975490752001275,1.0
-0.1497210781539222,0.9990578506751814
-0.1496858281553651,0.991959837312086
-0.14954912394515057,0.9937767915839889
-0.14950502967659995,0.9982234060441328
-0.1494294924708159,0.9911362018652381
-0.14941546818383214,0.9908093895028786
-0.1493910777441904,1.0
-0.1493429468547969,0.9852161646258607
-0.14933003669678643,0.9819220226604992
-0.14926786452724425,0.9834396003534372
-0.14909962394655454,0.9891902650833863
-0.14906697495611884,0.9932441342827626
-0.1490008488648548,0.9890221329042717
-0.1489145353834253,0.9849729575061451
-0.14879212793699978,0.9785939572151465
-0.14870077692441766,0.9840785922793656
-0.14846501229632378,0.9674378706991037
-0.14843197780470177,0.9789888569617049
-0.1483943047488813,0.9786973240500093
-0.14825259906994678,0.9736787593418006
-0.14824681110396562,0.9796076178275708
-0.14824287828086213,0.9782991721216632
-0.14812711273493265,0.9784389823812253
-0.14807149600695044,0.9725761024101564
-0.1480076209422481,0.9662576266839611
-0.14799259533747344,0.9736625440243124
-0.1479137453139661,0.9726960729735739
-0.14786197177787627,0.9771333993583855
-0.14779469160475373,0.9737120577692652
-0.14767851697644988,0.9569976559209192
-0.14756361063937945,0.9675811083777304
-0.14755303939446376,0.9687545051171245
-0.14754039683729792,0.9659618423473458
-0.14752159438697013,0.9571433996791197
-0.14740616623366518,0.9582964160635248
-0.14735903860584593,0.9669150009514149
-0.14722937839445469,0.961936023676939
-0.14716092129746705,0.9598483310453052
-0.1471594967558497,0.9603997367781092
-0.14714148061980745,0.9646083917317725
-0.14712444850028075,0.9634312376466967
-0.14708979856360221,0.9632676493766978
-0.1470564277126595,0.9638807270610611
-0.14705479197208474,0.9556388652344283
-0.14704660028213695,0.9571005390512664
-0.1469223303319842,0.9621192746921562
-0.1468089323102251,0.9661609542438282
-0.14678992469148336,0.9578607685542694
-0.1467570611269014,0.9543349804317728
-0.14671581090355262,0.9532460629260316
-0.14670036087021157,0.9586630721521594
-0.14654964177254898,0.9538530052950879
-0.14654595626857844,0.952998449298621
-0.1465345491396479,0.9522579937340856
-0.14650107118408265,0.9580196334257809
-0.14643466764586274,0.9539559738906198
-0.14642442905918598,0.9485967616061824
-0.1463434239077054,0.9461473343874736
-0.14633114570457542,0.9540097208209584
-0.14626511272906886,0.9562064775557798
-0.14616832124779644,0.9605230825209589
-0.14608279397718837,0.9397736786456283
-0.1460181302383272,0.952406604577795
-0.14589686537722787,0.9470917947152647
-0.14583867504237957,0.9508239592026704
-0.1457827309424946,0.9482422387029509
-0.14573442919707996,0.9464067608299533
-0.145706141966811,0.9338369322001802
-0.14568310873649004,0.9587237346669373
-0.1456823230492233,0.9442764764200717
-0.14566313079905505,0.9445297854483587
-0.14566016190473388,0.9417099986557097
-0.14563874603752533,0.9407754738638608
-0.1455745326717248,0.9372409487363622
-0.1455548194010676,0.9413473261570984
-0.14549096945397771,0.942181476314676
-0.14545954621520035,0.9419233675034856
-0.1454416628662721,0.9392235566436989
-0.1453602108774922,0.9422103029803396
-0.14530555279099236,0.9360876998318354
-0.14530334411154103,0.9407825689834725
-0.14515993199080615,0.9341239000643083
-0.14512584438244636,0.9361010195022084
-0.14507264094551978,0.9291698547891922
-0.14503640678379612,0.9372433953240796
-0.1449448593518204,0.9396509477193723
-0.14492542264775501,0.9345701067062622
-0.14487515360709105,0.9316148658691816
-0.14485043137404668,0.929547152764779
-0.14476855880686876,0.9260844475666447
-0.14466461107224474,0.9320843341306624
-0.14463207160624184,0.9327145165304013
-0.14461623095968057,0.9253160232693042
-0.14448333270134237,0.9301668422585071
-0.144451778700123,0.9242357860090205
-0.1443995839042729,0.933657486961168
-0.14428048471848817,0.9266563855534399
-0.14405217294108824,0.9193677868397816
-0.14404760649437318,0.9185039593496779
-0.14397158928431442,0.925460885299906
-0.14371823274271228,0.9162709364703121
-0.1435392773465895,0.9148381087848011
-0.1434788932297433,0.9203284206181715
-0.14347096813739915,0.9235940575006317
-0.14343245530778115,0.921946050189251
-0.14343095440750414,0.907455951571402
-0.1434083685693186,0.9132579822827237
-0.14338895083167344,0.9185512698035785
-0.14332854115754123,0.921386940161528
-0.14329457248245317,0.9154086646971329
-0.14326832541729864,0.9078795477386361
-0.14322138247007415,0.9114757755968983
-0.1431837763873899,0.9069470689800163
-0.14317144307251292,0.9088257822179681
-0.14309204786495974,0.9042083829300179
-0.14293887868055863,0.9087466595106982
-0.1427720484130669,0.9044349701579624
-0.14252152473567564,0.8948030904735779
-0.14249030926800663,0.9010485618253234
-0.14247568233764132,0.9014149922853169
-0.142387357642375,0.890869742693258
-0.14229696234360653,0.8956505652691134
-0.1422854014658387,0.8926834206134109
-0.14217530744654258,0.8969817552505676
-0.1421107134934716,0.9046938057859936
-0.14202780367947163,0.9035771039945778
-0.1419526285174474,0.9035341223100389
-0.14194770943279766,0.902077979951051
-0.14170929910529526,0.8873399912706867
-0.14170850950157532,0.8888896601339616
-0.14151506375881073,0.8972250855217372
-0.14141670387775157,0.8824219744485586
-0.1413970084628536,0.8955187406691898
-0.14136145734019087,0.8935728981973331
-0.14134617578696698,0.8908017659502373
-0.14134558139945896,0.8857528131099328
-0.14130925824884283,0.8802990937567108
-0.14128898263187212,0.8795798647851804
-0.14124892546845103,0.8964424296081828
-0.14081011044067518,0.8851194913631009
-0.1407927053175543,0.8905569937623019
-0.1406343210301372,0.8781001806580554
-0.14056201387247003,0.8794111055236611
